unix,date,symbol,open,high,low,close,Volume NEO,Volume USDT,tradecount
1.61533E+12,10-03-2021 00:00,NEO/USDT,42.586,43.079,39.824,40.867,1195824.044,49526594.05,97591
1.61525E+12,09-03-2021 00:00,NEO/USDT,40.117,43.079,39.64,42.587,1274584.31,53136895.22,116849
1.61516E+12,08-03-2021 00:00,NEO/USDT,39.279,40.157,37.825,40.113,892016.515,34709599.93,76169
1.61508E+12,07-03-2021 00:00,NEO/USDT,38.1,39.39,38.026,39.279,616873.289,23923024.76,52214
1.61499E+12,06-03-2021 00:00,NEO/USDT,37.404,38.588,36.564,38.079,585585.341,22113502.63,43164
1.6149E+12,05-03-2021 00:00,NEO/USDT,37.833,38.12,35.701,37.408,898071.558,33357059.64,58752
1.61482E+12,04-03-2021 00:00,NEO/USDT,39.6,41.1,36.733,37.827,1147760.274,44457163.54,79712
1.61473E+12,03-03-2021 00:00,NEO/USDT,37.716,41.396,37.335,39.6,1478286.739,59261942.58,109036
1.61464E+12,02-03-2021 00:00,NEO/USDT,38.12,39.452,36.084,37.733,1189195.271,45098781.69,75174
1.61456E+12,01-03-2021 00:00,NEO/USDT,35.229,38.746,35.009,38.12,1272291.546,47389597.63,83905
1.61447E+12,28-02-2021 00:00,NEO/USDT,37.258,37.5,31.858,35.261,1742859.09,59583776.32,96993
1.61438E+12,27-02-2021 00:00,NEO/USDT,37.66,39.569,36.349,37.28,1063358.92,40647976.51,64667
1.6143E+12,26-02-2021 00:00,NEO/USDT,38.469,39.902,35.168,37.68,1891468.344,71458162.86,100127
1.61421E+12,25-02-2021 00:00,NEO/USDT,40.66,43,38.022,38.541,1463229.35,59938571.1,82714
1.61412E+12,24-02-2021 00:00,NEO/USDT,38.708,44.289,36.841,40.619,2410810.095,99306897.03,135520
1.61404E+12,23-02-2021 00:00,NEO/USDT,46.907,47.548,31.301,38.65,4544604.376,176681998.5,263363
1.61395E+12,22-02-2021 00:00,NEO/USDT,54.857,55.444,40.425,46.879,3908613.863,188389469.3,258632
1.61387E+12,21-02-2021 00:00,NEO/USDT,43.866,54.984,42.7,54.9,4091562.13,208971066.5,266700
1.61378E+12,20-02-2021 00:00,NEO/USDT,47.824,49.892,40.877,43.866,2216943.887,104609626.6,160417
1.61369E+12,19-02-2021 00:00,NEO/USDT,43.808,49.78,41.654,47.847,2520631.549,117337582.3,160787
1.61361E+12,18-02-2021 00:00,NEO/USDT,42.547,44.977,41.01,43.783,1536870.817,66944136.95,101587
1.61352E+12,17-02-2021 00:00,NEO/USDT,40.946,43.951,38.642,42.551,1525803.75,63481437.3,98767
1.61343E+12,16-02-2021 00:00,NEO/USDT,41.602,44.86,39.409,40.945,1873093.207,78604886.26,105706
1.61335E+12,15-02-2021 00:00,NEO/USDT,43.935,45.474,36.3,41.575,3477834.173,145148398.8,202972
1.61326E+12,14-02-2021 00:00,NEO/USDT,42.458,47.444,40.4,43.942,3460516.775,152657967.7,216181
1.61317E+12,13-02-2021 00:00,NEO/USDT,37.571,43.6,35.5,42.415,3470052.643,137028463.2,207090
1.61309E+12,12-02-2021 00:00,NEO/USDT,36.274,38.4,35.012,37.572,2105044.825,77543891.32,113945
1.613E+12,11-02-2021 00:00,NEO/USDT,33.434,38.8,32.71,36.297,3315072.801,121118778,179652
1.61292E+12,10-02-2021 00:00,NEO/USDT,31.079,36.5,29.61,33.39,5022362.534,165401202.7,256152
1.61283E+12,09-02-2021 00:00,NEO/USDT,27.385,32.088,26.432,31.065,4176764.195,124369982.3,223009
1.61274E+12,08-02-2021 00:00,NEO/USDT,24.512,27.777,23.965,27.38,2156817.585,55778287.96,112079
1.61266E+12,07-02-2021 00:00,NEO/USDT,24.838,25.629,23.371,24.526,1455011.626,35691899.21,67880
1.61257E+12,06-02-2021 00:00,NEO/USDT,26.079,26.3,24.36,24.834,1418905.258,35554982.94,76641
1.61248E+12,05-02-2021 00:00,NEO/USDT,23.731,26.46,23.589,26.07,1861334.649,46605115.97,96088
1.6124E+12,04-02-2021 00:00,NEO/USDT,24.669,25.051,22.922,23.75,1314825.181,31344236.81,68426
1.61231E+12,03-02-2021 00:00,NEO/USDT,23.742,24.972,23.469,24.662,1320450.699,32077156.75,64466
1.61222E+12,02-02-2021 00:00,NEO/USDT,23.092,23.856,22.473,23.74,979287.407,22744721.71,45222
1.61214E+12,01-02-2021 00:00,NEO/USDT,22.277,23.988,21.788,23.119,1692486.648,38455647.48,79673
1.61205E+12,31-01-2021 00:00,NEO/USDT,22.864,24.819,21.554,22.276,1404507.664,31650732.38,59633
1.61196E+12,30-01-2021 00:00,NEO/USDT,22.566,22.9,21.81,22.864,877622.073,19660104.37,40489
1.61188E+12,29-01-2021 00:00,NEO/USDT,22.241,23.888,21.832,22.549,1604427.232,36688554.9,74449
1.61179E+12,28-01-2021 00:00,NEO/USDT,21.022,22.936,20.652,22.245,948203.362,21084970.27,44882
1.61171E+12,27-01-2021 00:00,NEO/USDT,23.14,23.191,20.333,21.033,1084209.793,23252520.04,52513
1.61162E+12,26-01-2021 00:00,NEO/USDT,23.309,24,22.317,23.158,894487.543,20683023.03,37587
1.61153E+12,25-01-2021 00:00,NEO/USDT,24.408,25.249,23.093,23.313,986933.822,24088923.62,48636
1.61145E+12,24-01-2021 00:00,NEO/USDT,24.409,25.614,23.597,24.401,1183062.313,29219940.17,58453
1.61136E+12,23-01-2021 00:00,NEO/USDT,23.435,25.43,23.025,24.425,1594383.349,38897839.22,73042
1.61127E+12,22-01-2021 00:00,NEO/USDT,22.103,24.518,20.77,23.469,1718725.203,39496463.1,81827
1.61119E+12,21-01-2021 00:00,NEO/USDT,26.08,26.24,21.964,22.096,1958407.457,46451881.06,108654
1.6111E+12,20-01-2021 00:00,NEO/USDT,26.268,26.82,23.811,26.072,2245161.957,56704610.86,123501
1.61101E+12,19-01-2021 00:00,NEO/USDT,27.083,28.868,26.222,26.273,2500772.971,68097654.32,154177
1.61093E+12,18-01-2021 00:00,NEO/USDT,23.831,28.349,23.043,27.055,3720730.136,98149317.42,179670
1.61084E+12,17-01-2021 00:00,NEO/USDT,23.605,24.7,22.204,23.841,1457405.586,33989538.2,68127
1.61076E+12,16-01-2021 00:00,NEO/USDT,23.426,24.55,22.802,23.58,1747739.782,41734937.62,82725
1.61067E+12,15-01-2021 00:00,NEO/USDT,23.104,25.486,21.5,23.493,3099708.466,73590842.6,146077
1.61058E+12,14-01-2021 00:00,NEO/USDT,23.207,23.97,22.108,23.104,1567905.677,35940987.62,71663
1.6105E+12,13-01-2021 00:00,NEO/USDT,22.165,24,20.7,23.229,1901747.518,42042070.3,95243
1.61041E+12,12-01-2021 00:00,NEO/USDT,23.666,24.694,21.5,22.148,2471050.889,56583251.62,107833
1.61032E+12,11-01-2021 00:00,NEO/USDT,24.906,26.715,20.2,23.658,7997726.307,182757732.3,339282
1.61024E+12,10-01-2021 00:00,NEO/USDT,21.35,26.61,20.201,24.921,5397520.943,123409534,226070
1.61015E+12,09-01-2021 00:00,NEO/USDT,19.744,21.675,19,21.338,2236328.507,45981153.35,87142
1.61006E+12,08-01-2021 00:00,NEO/USDT,20.906,21.5,18.524,19.724,2417082.735,48451600.45,105973
1.60998E+12,07-01-2021 00:00,NEO/USDT,19.552,22.88,18.7,20.889,4229907.792,88026710.79,190898
1.60989E+12,06-01-2021 00:00,NEO/USDT,16.872,20.65,16.526,19.535,3365659.539,62665638.88,134511
1.6098E+12,05-01-2021 00:00,NEO/USDT,16.353,17.319,15.4,16.868,1787942.792,29533827,69261
1.60972E+12,04-01-2021 00:00,NEO/USDT,16.024,17.736,14.57,16.372,2317015.7,37654709.16,101237
1.60963E+12,03-01-2021 00:00,NEO/USDT,14.422,16.333,14,16.024,1998180.266,30370571.62,79395
1.60955E+12,02-01-2021 00:00,NEO/USDT,14.459,14.799,14.081,14.426,746152.937,10785489.16,33301
1.60946E+12,01-01-2021 00:00,NEO/USDT,14.262,14.948,14.118,14.461,507187.681,7367253.174,23522
1.60937E+12,31-12-2020 00:00,NEO/USDT,14.724,14.731,13.945,14.256,430603.011,6179275.356,21811
1.60929E+12,30-12-2020 00:00,NEO/USDT,15.065,15.219,14.502,14.722,433452.601,6411504.362,23068
1.6092E+12,29-12-2020 00:00,NEO/USDT,15.621,15.945,14.405,15.054,926145.219,13869429.67,40673
1.60911E+12,28-12-2020 00:00,NEO/USDT,15.119,16.274,15,15.63,875918.69,13706125.43,39109
1.60903E+12,27-12-2020 00:00,NEO/USDT,14.978,15.95,14.07,15.112,1197262.78,18128746.12,50699
1.60894E+12,26-12-2020 00:00,NEO/USDT,15.173,15.7,14.244,14.984,861681.562,12786853.95,39713
1.60885E+12,25-12-2020 00:00,NEO/USDT,15.263,15.888,14.507,15.173,789360.303,12041351.54,35926
1.60877E+12,24-12-2020 00:00,NEO/USDT,13.452,15.3,13.066,15.269,1083876.94,15205065.09,55818
1.60868E+12,23-12-2020 00:00,NEO/USDT,16.511,16.638,12.216,13.456,1397498.272,20736248.28,68505
1.6086E+12,22-12-2020 00:00,NEO/USDT,16.526,16.921,15.756,16.516,601766.418,9880095.336,33950
1.60851E+12,21-12-2020 00:00,NEO/USDT,17.54,17.842,16.07,16.514,933078.237,15844729.93,48637
1.60842E+12,20-12-2020 00:00,NEO/USDT,17.842,18.49,17,17.541,797274.853,14291933.01,44333
1.60834E+12,19-12-2020 00:00,NEO/USDT,17.91,18.444,17.63,17.835,500480.475,9072340.17,27251
1.60825E+12,18-12-2020 00:00,NEO/USDT,17.766,18.32,17.341,17.918,577286.561,10323090.99,30845
1.60816E+12,17-12-2020 00:00,NEO/USDT,17.943,18.749,17.377,17.773,1216502.869,22099781.3,59746
1.60808E+12,16-12-2020 00:00,NEO/USDT,17.099,17.966,16.641,17.952,680260.182,11860563.1,37781
1.60799E+12,15-12-2020 00:00,NEO/USDT,17.398,17.554,16.716,17.103,473394.683,8107730.287,24998
1.6079E+12,14-12-2020 00:00,NEO/USDT,17.271,17.661,16.964,17.398,323675.467,5586925.977,18413
1.60782E+12,13-12-2020 00:00,NEO/USDT,16.474,17.733,16.38,17.261,594834.862,10263114.04,31053
1.60773E+12,12-12-2020 00:00,NEO/USDT,15.918,16.66,15.866,16.463,340269.213,5589811.647,19064
1.60764E+12,11-12-2020 00:00,NEO/USDT,16.246,16.321,15.503,15.898,426595.312,6762304.459,27232
1.60756E+12,10-12-2020 00:00,NEO/USDT,16.892,16.965,16.02,16.238,356264.077,5866273.936,21166
1.60747E+12,09-12-2020 00:00,NEO/USDT,16.447,17.03,15.647,16.899,667827.644,10953011.26,33022
1.60739E+12,08-12-2020 00:00,NEO/USDT,17.45,17.523,16.075,16.456,599020.293,10109846.9,28177
1.6073E+12,07-12-2020 00:00,NEO/USDT,17.901,17.928,17.235,17.442,330806.512,5825362.505,14404
1.60721E+12,06-12-2020 00:00,NEO/USDT,17.975,18.139,17.531,17.89,354925.73,6317597.392,16070
1.60713E+12,05-12-2020 00:00,NEO/USDT,17.295,17.992,17.01,17.975,356080.251,6316548.112,16667
1.60704E+12,04-12-2020 00:00,NEO/USDT,18.844,19.012,17.091,17.298,840181.061,15188311.44,40330
1.60695E+12,03-12-2020 00:00,NEO/USDT,18.011,19.2,17.856,18.853,947432.425,17552325.7,45791
1.60687E+12,02-12-2020 00:00,NEO/USDT,17.52,18.439,17.208,18.026,772171.629,13836181.73,38564
1.60678E+12,01-12-2020 00:00,NEO/USDT,18.58,19.32,17,17.53,1575122.631,28607843.45,70232
1.60669E+12,30-11-2020 00:00,NEO/USDT,17.697,18.771,17.32,18.577,1114885.099,20181943,46958
1.60661E+12,29-11-2020 00:00,NEO/USDT,17.521,17.999,16.875,17.684,828445.313,14472416.28,34086
1.60652E+12,28-11-2020 00:00,NEO/USDT,17.107,18.05,16.523,17.533,811904.997,14147233.44,36846
1.60644E+12,27-11-2020 00:00,NEO/USDT,17.185,17.632,16.211,17.12,906713.151,15313627.09,43426
1.60635E+12,26-11-2020 00:00,NEO/USDT,19.679,20.378,15.809,17.192,3183700.151,55075234.39,132228
1.60626E+12,25-11-2020 00:00,NEO/USDT,20.499,21.829,18.648,19.711,2685891.026,55022930.44,117124
1.60618E+12,24-11-2020 00:00,NEO/USDT,19.1,21.3,18.271,20.499,2941025.202,58357443.47,136446
1.60609E+12,23-11-2020 00:00,NEO/USDT,17.187,19.143,16.907,19.093,1448335.813,26294776.12,70387
1.606E+12,22-11-2020 00:00,NEO/USDT,18.303,18.598,16.377,17.18,1360985.087,23740839.53,64146
1.60592E+12,21-11-2020 00:00,NEO/USDT,16.436,18.35,16.409,18.32,1547983.591,27229051.33,77464
1.60583E+12,20-11-2020 00:00,NEO/USDT,16.1,16.834,16.076,16.444,831601.111,13704464.19,43915
1.60574E+12,19-11-2020 00:00,NEO/USDT,15.722,16.27,15.392,16.095,474683.487,7524976.436,26794
1.60566E+12,18-11-2020 00:00,NEO/USDT,16.15,16.349,15.2,15.718,745015.389,11776085.78,37411
1.60557E+12,17-11-2020 00:00,NEO/USDT,15.725,16.667,15.657,16.15,907880.614,14754502.01,45110
1.60548E+12,16-11-2020 00:00,NEO/USDT,15.317,15.887,15.139,15.72,419532.815,6555570.228,21827
1.6054E+12,15-11-2020 00:00,NEO/USDT,15.684,15.957,14.987,15.317,507385.41,7877200.744,24052
1.60531E+12,14-11-2020 00:00,NEO/USDT,16.016,16.28,15.39,15.684,346307.812,5448773.455,17401
1.60523E+12,13-11-2020 00:00,NEO/USDT,15.442,16.15,15.346,16.007,446932.362,7052123.07,24764
1.60514E+12,12-11-2020 00:00,NEO/USDT,15.398,15.988,15.179,15.456,419161.781,6523542.232,22730
1.60505E+12,11-11-2020 00:00,NEO/USDT,15.59,15.982,15.388,15.391,390521.056,6117851.146,22734
1.60497E+12,10-11-2020 00:00,NEO/USDT,15.386,15.839,15.138,15.585,427628.259,6638452.505,22666
1.60488E+12,09-11-2020 00:00,NEO/USDT,15.439,15.588,14.812,15.378,551163.965,8381852.05,54845
1.60479E+12,08-11-2020 00:00,NEO/USDT,14.823,15.7,14.65,15.45,569881.282,8722611.846,59165
1.60471E+12,07-11-2020 00:00,NEO/USDT,15.716,16.641,14.534,14.813,1555065.047,24292153.07,89558
1.60462E+12,06-11-2020 00:00,NEO/USDT,14.401,16,14.335,15.712,1023297.291,15706083.17,69543
1.60453E+12,05-11-2020 00:00,NEO/USDT,14.058,14.644,13.814,14.401,740857.826,10566572.91,53348
1.60445E+12,04-11-2020 00:00,NEO/USDT,14.688,14.697,13.457,14.049,826887.897,11582515.4,52897
1.60436E+12,03-11-2020 00:00,NEO/USDT,15.227,15.493,14.118,14.676,664268.97,9757758.288,28032
1.60428E+12,02-11-2020 00:00,NEO/USDT,14.949,15.83,14.945,15.215,744506.878,11417709.42,47028
1.60419E+12,01-11-2020 00:00,NEO/USDT,14.712,15.043,14.541,14.941,279497.208,4130967.061,30303
1.6041E+12,31-10-2020 00:00,NEO/USDT,14.787,15.186,14.56,14.702,430595.933,6394117.626,43996
1.60402E+12,30-10-2020 00:00,NEO/USDT,15.286,15.494,13.974,14.788,652024.828,9493800.573,41038
1.60393E+12,29-10-2020 00:00,NEO/USDT,15.869,16.083,14.945,15.276,484396.141,7521813.324,30964
1.60384E+12,28-10-2020 00:00,NEO/USDT,16.999,17.133,15.7,15.87,601156.71,9793937.916,30480
1.60376E+12,27-10-2020 00:00,NEO/USDT,17.078,17.437,16.853,17.007,337381.975,5794252.362,18977
1.60367E+12,26-10-2020 00:00,NEO/USDT,17.852,18.145,16.609,17.084,413992.428,7165852.819,24572
1.60358E+12,25-10-2020 00:00,NEO/USDT,18.304,18.461,17.603,17.865,293708.581,5273158.517,17582
1.6035E+12,24-10-2020 00:00,NEO/USDT,18.122,18.466,17.96,18.312,244688.958,4450495.803,16366
1.60341E+12,23-10-2020 00:00,NEO/USDT,18.654,18.66,17.814,18.136,401195.865,7351018.314,23547
1.60332E+12,22-10-2020 00:00,NEO/USDT,18.32,19.179,18.249,18.653,544112.952,10193742.94,33712
1.60324E+12,21-10-2020 00:00,NEO/USDT,16.954,18.816,16.896,18.332,849989.241,15349791.98,53564
1.60315E+12,20-10-2020 00:00,NEO/USDT,17.572,18.03,16.877,16.948,771951.745,13581645.45,50228
1.60307E+12,19-10-2020 00:00,NEO/USDT,17.426,17.666,17.083,17.569,875396.177,15236132.61,99526
1.60298E+12,18-10-2020 00:00,NEO/USDT,17.192,18.11,17.152,17.428,541886.65,9481484.233,55883
1.60289E+12,17-10-2020 00:00,NEO/USDT,17.021,17.278,16.907,17.191,316563.545,5415359.92,38575
1.60281E+12,16-10-2020 00:00,NEO/USDT,17.239,17.324,16.695,17.021,453893.09,7709230.241,52043
1.60272E+12,15-10-2020 00:00,NEO/USDT,16.957,17.356,16.85,17.24,541376.635,9256605.117,58754
1.60263E+12,14-10-2020 00:00,NEO/USDT,17.589,17.777,16.799,16.959,688944.936,11896838.33,73767
1.60255E+12,13-10-2020 00:00,NEO/USDT,17.982,18.129,17.2,17.591,650443.554,11535527.42,67383
1.60246E+12,12-10-2020 00:00,NEO/USDT,17.786,18.5,17.422,17.983,764147.87,13784339.44,41521
1.60237E+12,11-10-2020 00:00,NEO/USDT,17.532,18.007,17.331,17.787,419301.403,7413096.017,28928
1.60229E+12,10-10-2020 00:00,NEO/USDT,17.391,18.335,17.363,17.534,662826.548,11862226.61,37738
1.6022E+12,09-10-2020 00:00,NEO/USDT,17.012,17.624,16.834,17.39,599629.374,10361725.17,28662
1.60212E+12,08-10-2020 00:00,NEO/USDT,16.765,17.282,16.102,17.019,707598.749,11829004.02,35249
1.60203E+12,07-10-2020 00:00,NEO/USDT,16.56,16.976,16,16.764,633652.306,10453683.64,30850
1.60194E+12,06-10-2020 00:00,NEO/USDT,17.672,17.787,16.378,16.569,1040141.651,17720168.52,56087
1.60186E+12,05-10-2020 00:00,NEO/USDT,18.115,18.262,17.501,17.664,592836.829,10587890.11,36994
1.60177E+12,04-10-2020 00:00,NEO/USDT,17.806,18.175,17.397,18.125,377074.047,6710882.298,21949
1.60168E+12,03-10-2020 00:00,NEO/USDT,18.101,18.29,17.697,17.806,389839.833,7013513.798,19339
1.6016E+12,02-10-2020 00:00,NEO/USDT,18.778,19.096,17.235,18.089,741400.942,13408535.16,32207
1.60151E+12,01-10-2020 00:00,NEO/USDT,19.103,20.366,18.143,18.786,1059234.828,20473290.4,49886
1.60142E+12,30-09-2020 00:00,NEO/USDT,19.679,20.2,18.727,19.078,1090627.646,20993960.2,47025
1.60134E+12,29-09-2020 00:00,NEO/USDT,20.123,20.328,19.019,19.691,871022.414,17164861.59,39177
1.60125E+12,28-09-2020 00:00,NEO/USDT,21.147,21.582,19.792,20.11,1374841.945,28110674.58,56964
1.60116E+12,27-09-2020 00:00,NEO/USDT,21,22.03,20.459,21.147,944074.675,19975618.12,48320
1.60108E+12,26-09-2020 00:00,NEO/USDT,21.32,22.482,20.501,21.004,1156657.069,24946810.58,59124
1.60099E+12,25-09-2020 00:00,NEO/USDT,21.822,23.198,20.825,21.311,2731507.301,60138977.59,117738
1.60091E+12,24-09-2020 00:00,NEO/USDT,19.675,22.022,19.349,21.813,1474635.725,30630055.9,67114
1.60082E+12,23-09-2020 00:00,NEO/USDT,20.191,21.837,18.766,19.685,2344128.213,48047128.7,101010
1.60073E+12,22-09-2020 00:00,NEO/USDT,20.112,20.711,18.604,20.205,1603517.318,31254811.78,69379
1.60065E+12,21-09-2020 00:00,NEO/USDT,23.6,24.42,19.43,20.112,2706347.152,57811859.36,116653
1.60056E+12,20-09-2020 00:00,NEO/USDT,24.5,25.602,22.776,23.579,1162067.354,28244949.65,70176
1.60047E+12,19-09-2020 00:00,NEO/USDT,25.307,25.329,23.6,24.5,738057.874,17873589.79,34822
1.60039E+12,18-09-2020 00:00,NEO/USDT,23.838,25.859,22.869,25.307,1643193.134,40689908.24,83014
1.6003E+12,17-09-2020 00:00,NEO/USDT,20.98,24.32,20.642,23.833,1670456.61,37986698.08,85361
1.60021E+12,16-09-2020 00:00,NEO/USDT,20.263,21.799,19.409,20.997,947308.541,19820255.08,54563
1.60013E+12,15-09-2020 00:00,NEO/USDT,22.019,22.494,20.101,20.27,1020793.042,21893035.22,54001
1.60004E+12,14-09-2020 00:00,NEO/USDT,20.332,22.537,19.505,22.018,1123797.105,23766751.74,61348
1.59996E+12,13-09-2020 00:00,NEO/USDT,21.717,22.043,19.24,20.339,1074863.189,22084793.11,58456
1.59987E+12,12-09-2020 00:00,NEO/USDT,20.314,21.8,19.717,21.725,1037780.961,21561481.91,66734
1.59978E+12,11-09-2020 00:00,NEO/USDT,18.462,20.607,18.1,20.319,1434744.692,27886081.88,65866
1.5997E+12,10-09-2020 00:00,NEO/USDT,17.266,18.645,17.266,18.462,574038.941,10295220.93,30020
1.59961E+12,09-09-2020 00:00,NEO/USDT,17.121,17.95,16.609,17.282,456944.179,7950375.382,21786
1.59952E+12,08-09-2020 00:00,NEO/USDT,18.237,18.654,16.508,17.122,875602.075,15352522.06,40791
1.59944E+12,07-09-2020 00:00,NEO/USDT,17.167,18.316,15.867,18.204,1145075.828,19294896.48,60243
1.59935E+12,06-09-2020 00:00,NEO/USDT,16.939,17.745,16.221,17.156,705606.107,12016564.5,41704
1.59926E+12,05-09-2020 00:00,NEO/USDT,18.896,19.35,16.257,16.964,1453733.951,25448633.06,78374
1.59918E+12,04-09-2020 00:00,NEO/USDT,17.709,19.795,17.164,18.904,1229546.893,22833142.48,68551
1.59909E+12,03-09-2020 00:00,NEO/USDT,20.326,20.647,17.034,17.725,1269445.983,24316765.64,71344
1.599E+12,02-09-2020 00:00,NEO/USDT,21.503,21.72,19.337,20.33,1138657.516,23271187.45,63800
1.59892E+12,01-09-2020 00:00,NEO/USDT,20.439,22.499,20.132,21.517,1267078.493,26956100.87,70103
1.59883E+12,31-08-2020 00:00,NEO/USDT,20.658,21.57,20.211,20.443,1189764.705,24773823.48,56649
1.59875E+12,30-08-2020 00:00,NEO/USDT,21.135,22.9,20.323,20.662,2135153.473,46149833.89,101662
1.59866E+12,29-08-2020 00:00,NEO/USDT,18.294,21.95,17.964,21.141,2233868.476,45611361.31,115216
1.59857E+12,28-08-2020 00:00,NEO/USDT,17.666,18.587,17.365,18.294,972130.792,17652157.68,47404
1.59849E+12,27-08-2020 00:00,NEO/USDT,17.324,18.2,16.42,17.649,1141649.079,19683436.06,61476
1.5984E+12,26-08-2020 00:00,NEO/USDT,17.023,18.04,16.837,17.322,1003044.736,17521539.51,50581
1.59831E+12,25-08-2020 00:00,NEO/USDT,18.068,18.261,16.132,17.023,1116590.644,19335252.28,54964
1.59823E+12,24-08-2020 00:00,NEO/USDT,18.187,19.467,17.9,18.074,835648.518,15595121.9,44362
1.59814E+12,23-08-2020 00:00,NEO/USDT,18.935,19.757,17.715,18.17,1223037.344,22535354.93,62144
1.59805E+12,22-08-2020 00:00,NEO/USDT,16.368,19.191,15.623,18.936,1969925.069,34684331.23,100604
1.59797E+12,21-08-2020 00:00,NEO/USDT,17.842,19.854,16.361,16.387,2428489.231,44656811.58,124548
1.59788E+12,20-08-2020 00:00,NEO/USDT,15.825,17.949,15.807,17.842,915874.788,15538828.53,46172
1.5978E+12,19-08-2020 00:00,NEO/USDT,16.119,17.08,15.465,15.834,987213.085,15934016.83,56665
1.59771E+12,18-08-2020 00:00,NEO/USDT,16.56,17.578,16.01,16.12,968575.523,16145800.17,51395
1.59762E+12,17-08-2020 00:00,NEO/USDT,15.499,16.956,15.228,16.56,1297237.309,21054370.23,65114
1.59754E+12,16-08-2020 00:00,NEO/USDT,15.101,15.749,14.615,15.49,710473.532,10792464.42,28447
1.59745E+12,15-08-2020 00:00,NEO/USDT,14.813,15.531,14.732,15.103,658525.604,9913224.676,27784
1.59736E+12,14-08-2020 00:00,NEO/USDT,14.545,15.85,14.233,14.813,1039169.966,15720690.5,42352
1.59728E+12,13-08-2020 00:00,NEO/USDT,14.329,14.989,13.498,14.545,1101419.713,15685943.93,44847
1.59719E+12,12-08-2020 00:00,NEO/USDT,13.686,14.624,13.315,14.344,848679.339,11945686.21,35765
1.5971E+12,11-08-2020 00:00,NEO/USDT,14.532,14.634,13.272,13.686,898260.807,12543906.83,38678
1.59702E+12,10-08-2020 00:00,NEO/USDT,12.997,15.4,12.997,14.526,1862106.075,26931601.88,76373
1.59693E+12,09-08-2020 00:00,NEO/USDT,13.123,13.369,12.76,12.997,410367.398,5347492.91,20459
1.59684E+12,08-08-2020 00:00,NEO/USDT,12.85,13.155,12.68,13.123,338992.349,4381499.49,14468
1.59676E+12,07-08-2020 00:00,NEO/USDT,12.953,13.5,12.5,12.856,869896.407,11327019.3,35544
1.59667E+12,06-08-2020 00:00,NEO/USDT,12.866,13.27,12.736,12.951,744463.328,9671347.231,33003
1.59659E+12,05-08-2020 00:00,NEO/USDT,12.561,12.95,12.379,12.868,622996.069,7939099.039,25054
1.5965E+12,04-08-2020 00:00,NEO/USDT,12.391,12.785,12.3,12.561,511142.9,6424022.799,19980
1.59641E+12,03-08-2020 00:00,NEO/USDT,12.164,12.771,12.012,12.4,797852.109,9989023.057,35304
1.59633E+12,02-08-2020 00:00,NEO/USDT,13.394,13.765,11.1,12.16,1346651.433,16891545.97,60111
1.59624E+12,01-08-2020 00:00,NEO/USDT,12.247,13.496,11,13.396,1691990.795,21502892.22,77500
1.59615E+12,31-07-2020 00:00,NEO/USDT,11.775,12.722,11.579,12.245,639269.078,7628720.932,32598
1.59607E+12,30-07-2020 00:00,NEO/USDT,11.665,11.899,11.465,11.774,491197.97,5745842.13,18756
1.59598E+12,29-07-2020 00:00,NEO/USDT,11.734,12.267,11.605,11.67,800589.32,9545530.499,29095
1.59589E+12,28-07-2020 00:00,NEO/USDT,11.629,12.05,11.301,11.738,1001908.274,11724505.9,38840
1.59581E+12,27-07-2020 00:00,NEO/USDT,11.62,11.86,10.76,11.619,1355198.683,15395424.64,48156
1.59572E+12,26-07-2020 00:00,NEO/USDT,11.601,11.925,11.42,11.62,645150.565,7527363.916,23992
1.59564E+12,25-07-2020 00:00,NEO/USDT,11.092,11.664,11.076,11.608,623304.444,7138278.915,20614
1.59555E+12,24-07-2020 00:00,NEO/USDT,11.44,11.44,11,11.101,536352.063,5977170.094,15417
1.59546E+12,23-07-2020 00:00,NEO/USDT,11.566,11.712,11.33,11.432,501776.302,5769141.719,16069
1.59538E+12,22-07-2020 00:00,NEO/USDT,11.175,11.713,11,11.559,705713.612,7975010.539,25101
1.59529E+12,21-07-2020 00:00,NEO/USDT,10.378,11.48,10.325,11.184,1007967.044,11077761.77,33519
1.5952E+12,20-07-2020 00:00,NEO/USDT,10.653,10.71,10.32,10.386,263481.991,2776472.033,8930
1.59512E+12,19-07-2020 00:00,NEO/USDT,10.545,10.667,10.406,10.651,240426.861,2534044.352,8039
1.59503E+12,18-07-2020 00:00,NEO/USDT,10.581,10.694,10.468,10.545,262911.642,2779800.836,8676
1.59494E+12,17-07-2020 00:00,NEO/USDT,10.7,10.776,10.511,10.591,241254.779,2564234.878,9144
1.59486E+12,16-07-2020 00:00,NEO/USDT,11.004,11.043,10.318,10.694,682079.143,7242499.223,26590
1.59477E+12,15-07-2020 00:00,NEO/USDT,10.824,11.382,10.823,10.989,752224.656,8343537.482,24157
1.59468E+12,14-07-2020 00:00,NEO/USDT,10.665,11.02,10.33,10.83,559168.396,6005790.098,19525
1.5946E+12,13-07-2020 00:00,NEO/USDT,10.801,11.252,10.3,10.677,824056.277,9007196.415,28784
1.59451E+12,12-07-2020 00:00,NEO/USDT,10.737,10.95,10.444,10.797,501296.658,5357176.849,15969
1.59443E+12,11-07-2020 00:00,NEO/USDT,10.508,10.922,10.388,10.741,679243.56,7248151.408,21763
