unix,date,symbol,open,high,low,close,Volume XLM,Volume USDT,tradecount
1.61819E+12,12-04-2021 00:00,XLM/USDT,0.58445,0.608,0.56614,0.59051,481035300.1,280921887.7,584979
1.6181E+12,11-04-2021 00:00,XLM/USDT,0.56193,0.6562,0.55521,0.5844,1387374054,848976955.1,1401568
1.61801E+12,10-04-2021 00:00,XLM/USDT,0.48577,0.594,0.48176,0.56192,807705249,437813611.7,832771
1.61793E+12,09-04-2021 00:00,XLM/USDT,0.50488,0.50856,0.47696,0.48607,223808564,109201136.8,224034
1.61784E+12,08-04-2021 00:00,XLM/USDT,0.47233,0.50522,0.46664,0.505,294430470.5,143821329.8,294699
1.61775E+12,07-04-2021 00:00,XLM/USDT,0.54206,0.5469,0.45195,0.47257,557970971.5,275951490.2,491738
1.61767E+12,06-04-2021 00:00,XLM/USDT,0.53704,0.578,0.48034,0.54206,883367345.9,465888634.5,716668
1.61758E+12,05-04-2021 00:00,XLM/USDT,0.42859,0.54949,0.42202,0.53706,879513379.4,424665909.2,752853
1.61749E+12,04-04-2021 00:00,XLM/USDT,0.40809,0.43464,0.40065,0.42851,220000117.4,92481174.75,222044
1.61741E+12,03-04-2021 00:00,XLM/USDT,0.43912,0.45839,0.40587,0.40809,335192184.8,147275517.3,311496
1.61732E+12,02-04-2021 00:00,XLM/USDT,0.4243,0.46853,0.4242,0.43897,489374356.2,218234857,405777
1.61724E+12,01-04-2021 00:00,XLM/USDT,0.40578,0.42987,0.40034,0.4243,291671172.2,120459347.4,270959
1.61715E+12,31-03-2021 00:00,XLM/USDT,0.40077,0.40701,0.37611,0.4056,211491017.1,83404684.89,186468
1.61706E+12,30-03-2021 00:00,XLM/USDT,0.40445,0.41338,0.39782,0.40076,172128546.6,69629242.5,151601
1.61698E+12,29-03-2021 00:00,XLM/USDT,0.39754,0.41327,0.39106,0.40446,186088553.4,74857336.38,166207
1.61689E+12,28-03-2021 00:00,XLM/USDT,0.38195,0.41327,0.37797,0.39755,326410489,130260435.8,255768
1.6168E+12,27-03-2021 00:00,XLM/USDT,0.38448,0.38996,0.37082,0.38185,113503078.7,43102767.74,101934
1.61672E+12,26-03-2021 00:00,XLM/USDT,0.36135,0.38729,0.36034,0.3846,139086326.5,52319615.47,124132
1.61663E+12,25-03-2021 00:00,XLM/USDT,0.36186,0.3705,0.34102,0.36112,213538495.2,76661043.71,164727
1.61654E+12,24-03-2021 00:00,XLM/USDT,0.39488,0.40311,0.34776,0.36153,170494233.5,65740265.98,168864
1.61646E+12,23-03-2021 00:00,XLM/USDT,0.39228,0.4087,0.38737,0.39518,197716138.5,78681759.91,162358
1.61637E+12,22-03-2021 00:00,XLM/USDT,0.40348,0.42525,0.39,0.39238,283685967.9,115861014.1,248280
1.61628E+12,21-03-2021 00:00,XLM/USDT,0.41597,0.42372,0.39183,0.40347,257265778,103960291.6,201740
1.6162E+12,20-03-2021 00:00,XLM/USDT,0.39485,0.43801,0.39205,0.41577,326157323.3,135822076.1,282247
1.61611E+12,19-03-2021 00:00,XLM/USDT,0.39458,0.40221,0.38755,0.39486,126225533.1,50135066.82,122994
1.61603E+12,18-03-2021 00:00,XLM/USDT,0.40278,0.40861,0.39329,0.39439,150306925.9,60427121.29,145663
1.61594E+12,17-03-2021 00:00,XLM/USDT,0.39563,0.40495,0.38634,0.40268,168153959.2,66616808.53,140634
1.61585E+12,16-03-2021 00:00,XLM/USDT,0.38428,0.41331,0.37297,0.39563,288485490.2,113694902.8,212968
1.61577E+12,15-03-2021 00:00,XLM/USDT,0.38833,0.39923,0.36721,0.38429,188924935,72328454.72,154661
1.61568E+12,14-03-2021 00:00,XLM/USDT,0.40658,0.40887,0.38762,0.38831,138069745.7,54753606.73,125167
1.61559E+12,13-03-2021 00:00,XLM/USDT,0.38668,0.412,0.3754,0.40661,193537671.9,76923827.2,160715
1.61551E+12,12-03-2021 00:00,XLM/USDT,0.40562,0.40707,0.37739,0.38657,184560074.9,72524691.82,146606
1.61542E+12,11-03-2021 00:00,XLM/USDT,0.40913,0.4129,0.39558,0.40564,176882401.1,71505554.34,141689
1.61533E+12,10-03-2021 00:00,XLM/USDT,0.43192,0.43326,0.40583,0.40889,192310325.2,80049660.44,168605
1.61525E+12,09-03-2021 00:00,XLM/USDT,0.41838,0.4348,0.41274,0.43186,234072475.5,99369753.37,199304
1.61516E+12,08-03-2021 00:00,XLM/USDT,0.41265,0.421,0.40257,0.41821,168682729.1,69503802.23,143240
1.61508E+12,07-03-2021 00:00,XLM/USDT,0.40159,0.42238,0.40141,0.41265,161937065.9,66654358.79,144500
1.61499E+12,06-03-2021 00:00,XLM/USDT,0.40489,0.40849,0.39204,0.40142,111400049.1,44556399.67,96763
1.6149E+12,05-03-2021 00:00,XLM/USDT,0.41196,0.41282,0.38555,0.40483,176504438.4,70349473.46,147499
1.61482E+12,04-03-2021 00:00,XLM/USDT,0.42081,0.4285,0.40119,0.41182,252643849.5,104950131.5,198166
1.61473E+12,03-03-2021 00:00,XLM/USDT,0.41857,0.4386,0.41188,0.42052,226457001.6,96474374.41,195940
1.61464E+12,02-03-2021 00:00,XLM/USDT,0.43101,0.43632,0.39655,0.41856,243838707.7,102203401.1,180034
1.61456E+12,01-03-2021 00:00,XLM/USDT,0.40541,0.45,0.40001,0.43069,253988523.4,105844713.7,194223
1.61447E+12,28-02-2021 00:00,XLM/USDT,0.43845,0.45025,0.38,0.40587,319632425,130562636.3,224135
1.61438E+12,27-02-2021 00:00,XLM/USDT,0.40066,0.47171,0.3986,0.43792,527720260.4,230384047.3,367336
1.6143E+12,26-02-2021 00:00,XLM/USDT,0.3808,0.40147,0.35457,0.4003,242047636.1,92065305.75,168317
1.61421E+12,25-02-2021 00:00,XLM/USDT,0.40492,0.42545,0.37638,0.38022,203875233.6,82884915.31,167844
1.61412E+12,24-02-2021 00:00,XLM/USDT,0.38647,0.43386,0.36763,0.40538,291623219.7,119090563.9,227067
1.61404E+12,23-02-2021 00:00,XLM/USDT,0.46302,0.46503,0.31155,0.38652,623044562.2,237317198.5,356556
1.61395E+12,22-02-2021 00:00,XLM/USDT,0.49601,0.527,0.38685,0.46363,514911532.7,239944204.5,423048
1.61387E+12,21-02-2021 00:00,XLM/USDT,0.48588,0.50862,0.47371,0.49601,204202452.3,100869347.2,196486
1.61378E+12,20-02-2021 00:00,XLM/USDT,0.51278,0.53269,0.4556,0.48613,370786177.6,190277966.5,342353
1.61369E+12,19-02-2021 00:00,XLM/USDT,0.49654,0.522,0.48249,0.51278,255881661.4,129474417.7,229904
1.61361E+12,18-02-2021 00:00,XLM/USDT,0.49748,0.51632,0.48312,0.49656,223141451.8,111937037.8,195147
1.61352E+12,17-02-2021 00:00,XLM/USDT,0.48526,0.50971,0.45579,0.49737,236397721.7,115196503.4,227123
1.61343E+12,16-02-2021 00:00,XLM/USDT,0.49449,0.518,0.46757,0.48534,292280117.7,144335718.5,249616
1.61335E+12,15-02-2021 00:00,XLM/USDT,0.51555,0.53999,0.42,0.49474,569631456.7,280898181.2,419535
1.61326E+12,14-02-2021 00:00,XLM/USDT,0.56454,0.57784,0.49296,0.51591,416999858.1,223954895.2,265612
1.61317E+12,13-02-2021 00:00,XLM/USDT,0.52851,0.60692,0.50753,0.56456,884628803,497440999.9,732133
1.61309E+12,12-02-2021 00:00,XLM/USDT,0.45608,0.53635,0.43639,0.52853,608050495.3,291380927.6,447893
1.613E+12,11-02-2021 00:00,XLM/USDT,0.41495,0.47,0.41043,0.45604,550048930,244056058.1,355957
1.61292E+12,10-02-2021 00:00,XLM/USDT,0.40018,0.44696,0.372,0.41495,672940856.8,276216037.5,453671
1.61283E+12,09-02-2021 00:00,XLM/USDT,0.3966,0.40567,0.3824,0.40022,343877325.8,135791701.2,249184
1.61274E+12,08-02-2021 00:00,XLM/USDT,0.38535,0.4035,0.37319,0.3966,515153861.5,200943385.8,367407
1.61266E+12,07-02-2021 00:00,XLM/USDT,0.37766,0.4225,0.36265,0.3854,1182745261,461037418.7,704820
1.61257E+12,06-02-2021 00:00,XLM/USDT,0.35164,0.398,0.33586,0.37739,616921269,222105827.9,337404
1.61248E+12,05-02-2021 00:00,XLM/USDT,0.32597,0.36284,0.325,0.35155,512517525.3,178492190.7,304128
1.6124E+12,04-02-2021 00:00,XLM/USDT,0.34672,0.34999,0.31244,0.32569,326942654.9,107874710.1,247825
1.61231E+12,03-02-2021 00:00,XLM/USDT,0.33932,0.34872,0.3292,0.3467,294482311.6,99947806.4,233646
1.61222E+12,02-02-2021 00:00,XLM/USDT,0.32354,0.34999,0.31735,0.33932,484489799.8,160813825.9,352324
1.61214E+12,01-02-2021 00:00,XLM/USDT,0.30704,0.36961,0.29236,0.32323,1090168896,360588029.5,628048
1.61205E+12,31-01-2021 00:00,XLM/USDT,0.32847,0.33949,0.29323,0.30704,658606929.2,209384869,457288
1.61196E+12,30-01-2021 00:00,XLM/USDT,0.29327,0.365,0.27944,0.32791,1176619630,371226952.4,607775
1.61188E+12,29-01-2021 00:00,XLM/USDT,0.29329,0.38367,0.2856,0.29322,1835251499,588820716.6,966405
1.61179E+12,28-01-2021 00:00,XLM/USDT,0.23767,0.30377,0.23203,0.29306,462056226.7,124988540.2,282599
1.61171E+12,27-01-2021 00:00,XLM/USDT,0.26156,0.26228,0.2301,0.23779,164626281.3,40052361.82,99517
1.61162E+12,26-01-2021 00:00,XLM/USDT,0.26094,0.26518,0.24836,0.26144,152994432,39382896.51,92904
1.61153E+12,25-01-2021 00:00,XLM/USDT,0.27139,0.27714,0.25974,0.26102,187688410,50985335.37,107429
1.61145E+12,24-01-2021 00:00,XLM/USDT,0.26976,0.2831,0.2622,0.27138,219146598.3,60003115.43,121236
1.61136E+12,23-01-2021 00:00,XLM/USDT,0.26928,0.27957,0.26302,0.26977,206829031.3,56120980.35,117940
1.61127E+12,22-01-2021 00:00,XLM/USDT,0.25125,0.282,0.227,0.26941,417369524.6,107616505.4,214934
1.61119E+12,21-01-2021 00:00,XLM/USDT,0.29364,0.29492,0.24288,0.2514,296818169.1,80540560.21,186118
1.6111E+12,20-01-2021 00:00,XLM/USDT,0.29775,0.30193,0.27346,0.29358,312544139.1,90043200.32,182893
1.61101E+12,19-01-2021 00:00,XLM/USDT,0.3053,0.31995,0.29,0.29748,492748733.2,151948235.9,270526
1.61093E+12,18-01-2021 00:00,XLM/USDT,0.30368,0.30929,0.29303,0.30544,276589020.7,83069000.04,149819
1.61084E+12,17-01-2021 00:00,XLM/USDT,0.29075,0.3194,0.286,0.3038,543229586.6,164173427.9,297801
1.61076E+12,16-01-2021 00:00,XLM/USDT,0.28389,0.3119,0.2768,0.29075,465267798.2,137703460.2,264165
1.61067E+12,15-01-2021 00:00,XLM/USDT,0.3035,0.31376,0.2589,0.28374,473470475.2,136936803,267846
1.61058E+12,14-01-2021 00:00,XLM/USDT,0.30382,0.3244,0.28758,0.3035,509036633.7,153552986.7,274483
1.6105E+12,13-01-2021 00:00,XLM/USDT,0.27991,0.31,0.272,0.30356,508938545.3,147394313.7,325740
1.61041E+12,12-01-2021 00:00,XLM/USDT,0.27116,0.311,0.253,0.27993,924532021.2,264453879.8,503491
1.61032E+12,11-01-2021 00:00,XLM/USDT,0.28449,0.28506,0.21065,0.27119,849119358.9,207918640.5,418706
1.61024E+12,10-01-2021 00:00,XLM/USDT,0.3107,0.325,0.26,0.2845,568733844.5,169814198.1,321283
1.61015E+12,09-01-2021 00:00,XLM/USDT,0.29706,0.329,0.28132,0.31054,630029959.7,189774771.8,353178
1.61006E+12,08-01-2021 00:00,XLM/USDT,0.31141,0.3312,0.26014,0.297,984017607.4,294535750.8,470092
1.60998E+12,07-01-2021 00:00,XLM/USDT,0.33976,0.41194,0.28888,0.31124,1712004425,599030817,926898
1.60989E+12,06-01-2021 00:00,XLM/USDT,0.19303,0.39,0.19166,0.33938,3305718353,966724786.5,1450888
1.6098E+12,05-01-2021 00:00,XLM/USDT,0.1641,0.21,0.15,0.19291,1166645286,209333530.9,423858
1.60972E+12,04-01-2021 00:00,XLM/USDT,0.13656,0.1675,0.1278,0.16404,966556893.5,144603950,324104
1.60963E+12,03-01-2021 00:00,XLM/USDT,0.12752,0.13927,0.124,0.13653,397760722.3,52587420.45,130842
1.60955E+12,02-01-2021 00:00,XLM/USDT,0.13223,0.13515,0.12665,0.12751,222846091.6,28973715.55,81233
1.60946E+12,01-01-2021 00:00,XLM/USDT,0.12759,0.13992,0.12644,0.13207,241901706.1,32256304.03,87371
1.60937E+12,31-12-2020 00:00,XLM/USDT,0.13178,0.13276,0.12256,0.12762,217877056.9,27601342.53,80428
1.60929E+12,30-12-2020 00:00,XLM/USDT,0.13826,0.13945,0.12842,0.13175,274679216,36557864.19,100422
1.6092E+12,29-12-2020 00:00,XLM/USDT,0.14432,0.14911,0.12801,0.13831,390541189.8,53951120.76,126128
1.60911E+12,28-12-2020 00:00,XLM/USDT,0.14538,0.15501,0.14146,0.14448,285941388.6,42626964.59,101453
1.60903E+12,27-12-2020 00:00,XLM/USDT,0.14678,0.15592,0.13425,0.14527,443554533.5,64389391.94,143024
1.60894E+12,26-12-2020 00:00,XLM/USDT,0.1524,0.15571,0.14388,0.14673,240169863.9,35765822.73,88927
1.60885E+12,25-12-2020 00:00,XLM/USDT,0.15819,0.16701,0.14804,0.15238,432924506.7,67749332.01,196586
1.60877E+12,24-12-2020 00:00,XLM/USDT,0.12679,0.16681,0.1228,0.15818,995304326.5,143768082.7,318907
1.60868E+12,23-12-2020 00:00,XLM/USDT,0.16201,0.16201,0.11056,0.12661,925492965.8,129215223.3,278008
1.6086E+12,22-12-2020 00:00,XLM/USDT,0.16522,0.1698,0.15302,0.16212,282150275.9,45697633.81,107365
1.60851E+12,21-12-2020 00:00,XLM/USDT,0.17658,0.18032,0.1598,0.16519,185129011,31329155.06,78265
1.60842E+12,20-12-2020 00:00,XLM/USDT,0.18152,0.18271,0.17366,0.17666,158184778.9,28290237.04,67992
1.60834E+12,19-12-2020 00:00,XLM/USDT,0.18528,0.18797,0.17926,0.18139,205652100.1,37833244.84,81215
1.60825E+12,18-12-2020 00:00,XLM/USDT,0.1861,0.1899,0.17681,0.18525,358406658,65807957.37,125905
1.60816E+12,17-12-2020 00:00,XLM/USDT,0.19321,0.20878,0.1792,0.18612,801478603,153516460.2,281009
1.60808E+12,16-12-2020 00:00,XLM/USDT,0.16614,0.195,0.15928,0.19321,521143332.4,91298957.8,176468
1.60799E+12,15-12-2020 00:00,XLM/USDT,0.1702,0.17681,0.16443,0.1661,207684188.4,35368073.97,82853
1.6079E+12,14-12-2020 00:00,XLM/USDT,0.17615,0.17863,0.16667,0.1702,285784967.1,49047843.14,139832
1.60782E+12,13-12-2020 00:00,XLM/USDT,0.15878,0.18,0.15549,0.1761,395883889.7,67653166.52,147652
1.60773E+12,12-12-2020 00:00,XLM/USDT,0.15084,0.165,0.14954,0.15888,265788705.9,42113471.46,91083
1.60764E+12,11-12-2020 00:00,XLM/USDT,0.1608,0.1645,0.15,0.15077,367010398.2,58064790.14,115710
1.60756E+12,10-12-2020 00:00,XLM/USDT,0.17201,0.1778,0.16015,0.16073,454403050.1,77113683.39,198749
1.60747E+12,09-12-2020 00:00,XLM/USDT,0.15259,0.1752,0.13921,0.17206,550735915,87013292.54,170595
1.60739E+12,08-12-2020 00:00,XLM/USDT,0.16814,0.16862,0.14899,0.15263,223878904.6,35650145.84,76016
1.6073E+12,07-12-2020 00:00,XLM/USDT,0.17599,0.17649,0.16437,0.16804,148268193.8,25264875.39,49594
1.60721E+12,06-12-2020 00:00,XLM/USDT,0.17162,0.1802,0.16704,0.17593,183432558.2,31876620.64,64857
1.60713E+12,05-12-2020 00:00,XLM/USDT,0.16152,0.17636,0.15914,0.1717,197166466,33329107.33,72645
1.60704E+12,04-12-2020 00:00,XLM/USDT,0.18421,0.1887,0.1593,0.16154,288862137.4,50619679.46,122797
1.60695E+12,03-12-2020 00:00,XLM/USDT,0.18518,0.1898,0.17959,0.18436,220981352.5,40679011.97,72237
1.60687E+12,02-12-2020 00:00,XLM/USDT,0.18361,0.18834,0.17721,0.18514,319272954.6,58612625.52,98223
1.60678E+12,01-12-2020 00:00,XLM/USDT,0.20283,0.20455,0.173,0.18382,512387400,98353087.75,171999
1.60669E+12,30-11-2020 00:00,XLM/USDT,0.19434,0.20664,0.18846,0.20295,554404358.6,110284674.1,190664
1.60661E+12,29-11-2020 00:00,XLM/USDT,0.20009,0.20311,0.18794,0.19423,484997452.5,94514770.63,163457
1.60652E+12,28-11-2020 00:00,XLM/USDT,0.20698,0.22061,0.19511,0.20021,1088414796,226242547.2,400167
1.60644E+12,27-11-2020 00:00,XLM/USDT,0.16829,0.2073,0.16263,0.20699,1235747469,229702324.3,437220
1.60635E+12,26-11-2020 00:00,XLM/USDT,0.19272,0.20497,0.145,0.16835,1759847345,296665401.4,533598
1.60626E+12,25-11-2020 00:00,XLM/USDT,0.19569,0.23179,0.18155,0.19295,1956022527,403830693.7,649542
1.60618E+12,24-11-2020 00:00,XLM/USDT,0.13228,0.199,0.13036,0.19571,2236398952,380722325.3,728287
1.60609E+12,23-11-2020 00:00,XLM/USDT,0.10428,0.1327,0.1013,0.13231,715721251.9,81476281.03,197254
1.606E+12,22-11-2020 00:00,XLM/USDT,0.10899,0.11488,0.09619,0.10426,643370460.2,67500711.67,163202
1.60592E+12,21-11-2020 00:00,XLM/USDT,0.08859,0.11016,0.08849,0.109,585471557.3,58239499.56,150722
1.60583E+12,20-11-2020 00:00,XLM/USDT,0.08403,0.08868,0.08372,0.08853,116724255.6,10037708.84,31813
1.60574E+12,19-11-2020 00:00,XLM/USDT,0.08369,0.08638,0.08144,0.08401,98312309.7,8246526.923,32345
1.60566E+12,18-11-2020 00:00,XLM/USDT,0.08647,0.08701,0.08167,0.08365,132766680.4,11179521.55,44586
1.60557E+12,17-11-2020 00:00,XLM/USDT,0.08251,0.08858,0.08233,0.0865,171378322.6,14657048.25,54313
1.60548E+12,16-11-2020 00:00,XLM/USDT,0.0801,0.08275,0.07923,0.0825,80129988,6508377.444,26349
1.6054E+12,15-11-2020 00:00,XLM/USDT,0.08101,0.08217,0.07851,0.08009,60437778.7,4886115.825,32184
1.60531E+12,14-11-2020 00:00,XLM/USDT,0.08249,0.08441,0.08051,0.08094,81737145.7,6728576.511,29107
1.60523E+12,13-11-2020 00:00,XLM/USDT,0.08063,0.08266,0.07989,0.08249,68534117,5573334.702,24841
1.60514E+12,12-11-2020 00:00,XLM/USDT,0.08041,0.08106,0.07894,0.08069,60752151.1,4861384.181,20881
1.60505E+12,11-11-2020 00:00,XLM/USDT,0.07966,0.08221,0.07947,0.08039,70101553.9,5680592.874,23148
1.60497E+12,10-11-2020 00:00,XLM/USDT,0.07973,0.08251,0.07916,0.07967,101245761.5,8163417.966,30255
1.60488E+12,09-11-2020 00:00,XLM/USDT,0.08151,0.08215,0.07799,0.0797,88475734.2,7087056.771,27543
1.60479E+12,08-11-2020 00:00,XLM/USDT,0.07956,0.08288,0.07863,0.0815,58894630.2,4777288.336,20123
1.60471E+12,07-11-2020 00:00,XLM/USDT,0.08387,0.08625,0.07792,0.07952,157018368.1,12955917.5,46433
1.60462E+12,06-11-2020 00:00,XLM/USDT,0.08039,0.0854,0.08021,0.08388,123861686.6,10295666.68,41946
1.60453E+12,05-11-2020 00:00,XLM/USDT,0.0746,0.08253,0.07333,0.08039,121345908.2,9429075.369,39593
1.60445E+12,04-11-2020 00:00,XLM/USDT,0.07542,0.0757,0.07258,0.07456,52790834.5,3917480.283,15923
1.60436E+12,03-11-2020 00:00,XLM/USDT,0.07556,0.07626,0.07306,0.07542,63148846.7,4710389.265,21143
1.60428E+12,02-11-2020 00:00,XLM/USDT,0.0786,0.0795,0.07534,0.07557,73197360.7,5649081.303,20126
1.60419E+12,01-11-2020 00:00,XLM/USDT,0.0777,0.07869,0.07639,0.07861,43553104.3,3372193.675,13037
1.6041E+12,31-10-2020 00:00,XLM/USDT,0.0767,0.07979,0.07653,0.07775,79568762.3,6252223.654,21637
1.60402E+12,30-10-2020 00:00,XLM/USDT,0.0775,0.07857,0.07424,0.07669,90162001.2,6861263.975,23464
1.60393E+12,29-10-2020 00:00,XLM/USDT,0.07827,0.07892,0.07541,0.0775,89317833.7,6914508.669,24387
1.60384E+12,28-10-2020 00:00,XLM/USDT,0.08187,0.08222,0.07742,0.07832,115640078.2,9267660.828,31805
1.60376E+12,27-10-2020 00:00,XLM/USDT,0.08102,0.08318,0.08092,0.08183,93001005.1,7630154.705,24915
1.60367E+12,26-10-2020 00:00,XLM/USDT,0.08301,0.08451,0.07977,0.08104,93346446.2,7690568.092,25912
1.60358E+12,25-10-2020 00:00,XLM/USDT,0.08558,0.08574,0.08213,0.08304,63947193.9,5369008.443,20262
1.6035E+12,24-10-2020 00:00,XLM/USDT,0.08365,0.08619,0.08333,0.08561,68912617.7,5833967.267,19697
1.60341E+12,23-10-2020 00:00,XLM/USDT,0.08546,0.08642,0.08263,0.08368,78801385,6681095.117,22662
1.60332E+12,22-10-2020 00:00,XLM/USDT,0.08364,0.0879,0.08357,0.08552,132795047.2,11377254.55,35786
1.60324E+12,21-10-2020 00:00,XLM/USDT,0.08071,0.08641,0.08035,0.08358,183571524.6,15377257.11,49385
1.60315E+12,20-10-2020 00:00,XLM/USDT,0.0852,0.08683,0.08041,0.08075,154320044.4,12829813.84,44412
1.60307E+12,19-10-2020 00:00,XLM/USDT,0.0794,0.08734,0.07938,0.0852,234410704,19790008.22,64332
1.60298E+12,18-10-2020 00:00,XLM/USDT,0.08152,0.08212,0.07914,0.07942,69601715.8,5613730.143,20217
1.60289E+12,17-10-2020 00:00,XLM/USDT,0.07909,0.084,0.0775,0.08152,241972319.6,19643694.83,62053
1.60281E+12,16-10-2020 00:00,XLM/USDT,0.07408,0.07919,0.07191,0.07909,135816358.5,10187723.27,33607
1.60272E+12,15-10-2020 00:00,XLM/USDT,0.07398,0.07441,0.07182,0.07408,76857630.5,5632525.084,22912
1.60263E+12,14-10-2020 00:00,XLM/USDT,0.07635,0.0768,0.07355,0.07398,84607215.1,6351028.828,23145
1.60255E+12,13-10-2020 00:00,XLM/USDT,0.07757,0.07761,0.0754,0.07635,76725508.1,5881220.583,20777
1.60246E+12,12-10-2020 00:00,XLM/USDT,0.07713,0.07917,0.07593,0.07761,95118142.6,7382894.889,25268
1.60237E+12,11-10-2020 00:00,XLM/USDT,0.07731,0.07881,0.07675,0.07713,74728102.7,5799450.98,20424
1.60229E+12,10-10-2020 00:00,XLM/USDT,0.07502,0.07846,0.07499,0.0773,105583212.7,8139161.706,28312
1.6022E+12,09-10-2020 00:00,XLM/USDT,0.07317,0.07583,0.07235,0.07502,114006657.6,8485345.142,27070
1.60212E+12,08-10-2020 00:00,XLM/USDT,0.07231,0.0735,0.0701,0.07311,91630381.1,6597805.143,23086
1.60203E+12,07-10-2020 00:00,XLM/USDT,0.07237,0.0733,0.07057,0.07233,83762976.1,6029894.44,19189
1.60194E+12,06-10-2020 00:00,XLM/USDT,0.07332,0.0755,0.07156,0.07237,122403203.8,8975139.472,31196
1.60186E+12,05-10-2020 00:00,XLM/USDT,0.07291,0.07408,0.07224,0.07331,62279869.1,4557129.546,15684
1.60177E+12,04-10-2020 00:00,XLM/USDT,0.07099,0.07343,0.07033,0.0729,50278131.1,3611315.155,12637
1.60168E+12,03-10-2020 00:00,XLM/USDT,0.07097,0.0721,0.07061,0.071,45557361.7,3247705.848,11458
1.6016E+12,02-10-2020 00:00,XLM/USDT,0.07314,0.07392,0.06861,0.07096,117228467,8297041.839,28612
1.60151E+12,01-10-2020 00:00,XLM/USDT,0.07492,0.0763,0.07132,0.07314,118369484,8783139.535,28253
1.60142E+12,30-09-2020 00:00,XLM/USDT,0.07406,0.0751,0.07205,0.07484,82496014.7,6053523.132,21021
1.60134E+12,29-09-2020 00:00,XLM/USDT,0.07318,0.07503,0.07199,0.07407,81120013.7,5964591.35,19894
1.60125E+12,28-09-2020 00:00,XLM/USDT,0.07335,0.07606,0.0725,0.07323,114180696.6,8516345.599,24747
1.60116E+12,27-09-2020 00:00,XLM/USDT,0.0738,0.07447,0.07122,0.07335,71111591.2,5195259.311,16622
1.60108E+12,26-09-2020 00:00,XLM/USDT,0.07467,0.07645,0.07248,0.07385,79626370.3,5913861.075,19410
1.60099E+12,25-09-2020 00:00,XLM/USDT,0.07041,0.07561,0.06906,0.07467,176066613,12746048.7,37500
1.60091E+12,24-09-2020 00:00,XLM/USDT,0.0674,0.07087,0.06671,0.07043,147671979.5,10227832.13,31146
1.60082E+12,23-09-2020 00:00,XLM/USDT,0.07167,0.0723,0.06701,0.0674,104101886.3,7264024.884,23117
1.60073E+12,22-09-2020 00:00,XLM/USDT,0.06998,0.07229,0.06942,0.07167,89881737.3,6362572.237,20251
1.60065E+12,21-09-2020 00:00,XLM/USDT,0.07689,0.07743,0.06893,0.06996,123444048.9,8984011.096,29523
1.60056E+12,20-09-2020 00:00,XLM/USDT,0.07849,0.07864,0.07523,0.07693,80272318.7,6179145.761,18681
1.60047E+12,19-09-2020 00:00,XLM/USDT,0.07824,0.07941,0.07707,0.07857,73576059.4,5757874.581,16302
1.60039E+12,18-09-2020 00:00,XLM/USDT,0.08044,0.08074,0.07716,0.07825,76038257.9,6002892.991,19317
1.6003E+12,17-09-2020 00:00,XLM/USDT,0.08,0.08228,0.07797,0.08043,103697577.9,8291874.418,26367
1.60021E+12,16-09-2020 00:00,XLM/USDT,0.07775,0.08143,0.07502,0.07999,148810911.3,11768421.97,36855
1.60013E+12,15-09-2020 00:00,XLM/USDT,0.08014,0.08152,0.07744,0.07778,116809453.7,9311532.422,29310
1.60004E+12,14-09-2020 00:00,XLM/USDT,0.08001,0.08201,0.07876,0.08021,103302018.8,8325990.953,26891
1.59996E+12,13-09-2020 00:00,XLM/USDT,0.08385,0.08466,0.07911,0.08001,101453294.3,8287782.871,30820
1.59987E+12,12-09-2020 00:00,XLM/USDT,0.08369,0.0847,0.08227,0.08382,71354066.4,5970316.403,20193
1.59978E+12,11-09-2020 00:00,XLM/USDT,0.08114,0.08425,0.07907,0.08374,81437641.2,6655788.349,22615
1.5997E+12,10-09-2020 00:00,XLM/USDT,0.07826,0.08318,0.07819,0.08117,121145058.4,9763547.468,31846
1.59961E+12,09-09-2020 00:00,XLM/USDT,0.07743,0.07975,0.07555,0.07832,81030702.6,6318603.058,21854
1.59952E+12,08-09-2020 00:00,XLM/USDT,0.07868,0.0795,0.07498,0.07745,140072273.1,10814740.49,38648
1.59944E+12,07-09-2020 00:00,XLM/USDT,0.07741,0.07921,0.07381,0.07867,130665745.9,10010601.39,35317
1.59935E+12,06-09-2020 00:00,XLM/USDT,0.0754,0.07895,0.07189,0.07742,127838190.8,9694393.453,37510
1.59926E+12,05-09-2020 00:00,XLM/USDT,0.08071,0.08292,0.07286,0.07541,214819562.4,16609108.97,67838
1.59918E+12,04-09-2020 00:00,XLM/USDT,0.07775,0.08276,0.0748,0.08074,232003166.5,18341736.11,72486
1.59909E+12,03-09-2020 00:00,XLM/USDT,0.09229,0.09292,0.07501,0.07781,223413332.1,19011699.97,70262
1.599E+12,02-09-2020 00:00,XLM/USDT,0.09877,0.09986,0.088,0.09228,181556395.9,16989221.94,60038
1.59892E+12,01-09-2020 00:00,XLM/USDT,0.09679,0.10096,0.09534,0.09881,168451910.7,16643470.7,53307
1.59883E+12,31-08-2020 00:00,XLM/USDT,0.0982,0.09899,0.09495,0.09678,96842125,9384764.791,32594
1.59875E+12,30-08-2020 00:00,XLM/USDT,0.09615,0.0985,0.09608,0.09821,97525844.1,9494273.145,32574
1.59866E+12,29-08-2020 00:00,XLM/USDT,0.09565,0.09746,0.09442,0.09615,97506681.8,9339238.48,29018
