unix,date,symbol,open,high,low,close,Volume XRP,Volume USDT,tradecount
1.61585E+12,16-03-2021 00:00,XRP/USDT,0.43566,0.52221,0.42723,0.46024,1446818354,683407174.2,744088
1.61577E+12,15-03-2021 00:00,XRP/USDT,0.439,0.44815,0.42268,0.43574,531041051.9,232012451.4,302316
1.61568E+12,14-03-2021 00:00,XRP/USDT,0.45786,0.46155,0.43857,0.43905,415693265.6,186867219.5,226129
1.61559E+12,13-03-2021 00:00,XRP/USDT,0.43934,0.46646,0.43205,0.45787,547809975.2,246625018.9,310625
1.61551E+12,12-03-2021 00:00,XRP/USDT,0.45187,0.46488,0.42205,0.43934,665250842.7,296752184.5,351995
1.61542E+12,11-03-2021 00:00,XRP/USDT,0.4617,0.46427,0.44058,0.45187,535040848.2,242133628.2,322925
1.61533E+12,10-03-2021 00:00,XRP/USDT,0.48481,0.4887,0.4545,0.46155,597205849.7,279457488,366755
1.61525E+12,09-03-2021 00:00,XRP/USDT,0.47413,0.48736,0.471,0.4849,495494329,237676409,325327
1.61516E+12,08-03-2021 00:00,XRP/USDT,0.46579,0.48987,0.45505,0.47412,680852595.9,321518987.2,394530
1.61508E+12,07-03-2021 00:00,XRP/USDT,0.46292,0.4689,0.45641,0.46558,325973214.9,151093370.7,224162
1.61499E+12,06-03-2021 00:00,XRP/USDT,0.45441,0.4765,0.44901,0.46285,365972027.5,168337881.6,248640
1.6149E+12,05-03-2021 00:00,XRP/USDT,0.4812,0.48488,0.44575,0.45457,751282004.7,344230596.1,410780
1.61482E+12,04-03-2021 00:00,XRP/USDT,0.44841,0.49449,0.43411,0.48096,1244989352,576276593.9,637627
1.61473E+12,03-03-2021 00:00,XRP/USDT,0.43572,0.46869,0.43011,0.44846,642007609,288542355.5,379740
1.61464E+12,02-03-2021 00:00,XRP/USDT,0.44537,0.45532,0.42159,0.4357,645438020,282458415.5,337346
1.61456E+12,01-03-2021 00:00,XRP/USDT,0.4157,0.454,0.41207,0.44537,600649056.6,259430312.5,335546
